project,fault,runtime
Lang,700053,323
Lang,700054,323
Lang,700055,317
Lang,700056,320
Lang,700057,301
Lang,700058,334
Lang,700059,305
Lang,700060,345
Lang,700210,329
Lang,800447,324
Lang,900026,334
Lang,1000060,324
Lang,1100042,16
Lang,1100043,18
Lang,1200023,15
Lang,1200024,16
Lang,1200025,15
Lang,1200026,17
Lang,1200027,16
Lang,1200028,17
Lang,1200037,17
Lang,1200038,15
Lang,1300021,263
Lang,1300023,252
Lang,1300024,269
Lang,1300025,285
Lang,1300026,299
Lang,1300027,254
Lang,1300028,289
Lang,1300029,251
Lang,1300030,264
Lang,1300031,271
Lang,1300033,253
Lang,1300034,282
Lang,1400146,1805
Lang,1400147,1687
Lang,1400149,1678
Lang,1400150,1641
Lang,1400151,1551
Lang,1400152,1631
Lang,1500030,31
Lang,1500031,31
Lang,1500111,31
Lang,1500112,33
Lang,1600053,332
Lang,1600054,318
Lang,1600055,330
Lang,1600056,324
Lang,1600057,310
Lang,1600058,320
Lang,1600059,322
Lang,1600060,315
Lang,1600061,329
Lang,1700011,105
Lang,1700021,1326
Lang,1700025,840
Lang,1800053,146
Lang,1800054,152
Lang,1800055,146
Lang,1800056,146
Lang,1800057,144
Lang,1800058,146
Lang,1800059,142
Lang,1800060,146
Lang,1900002,45
Lang,1900003,44
Lang,1900004,46
Lang,1900005,44
Lang,1900006,45
Lang,1900007,46
Lang,1900008,43
Lang,1900009,46
Lang,1900010,45
Lang,1900011,44
Lang,1900012,45
Lang,1900013,43
Lang,1900014,45
Lang,1900015,43
Lang,1900016,46
Lang,1900017,45
Lang,1900018,44
Lang,1900019,44
Lang,1900020,45
Lang,1900021,44
Lang,1900022,44
Lang,1900023,46
Lang,1900024,46
Lang,1900043,44
Lang,1900044,45
Lang,1900047,45
Lang,1900048,46
Lang,1900049,43
Lang,1900050,46
Lang,1900051,44
Lang,1900052,45
Lang,1900053,44
Lang,1900054,45
Lang,1900055,46
Lang,1900056,43
Lang,1900057,48
Lang,1900058,45
Lang,1900059,44
Lang,1900060,44
Lang,1900061,45
Lang,1900062,45
Lang,1900063,44
Lang,1900064,43
Lang,1900065,46
Lang,1900066,45
Lang,1900067,44
Lang,1900068,45
Lang,1900069,45
Lang,1900070,46
Lang,1900071,43
Lang,1900072,46
Lang,1900073,45
Lang,1900074,45
Lang,1900076,45
Lang,1900099,45
Lang,1900100,46
Lang,1900101,43
Lang,1900102,45
Lang,1900103,45
Lang,1900104,46
Lang,1900105,45
Lang,1900106,45
Lang,1900107,45
Lang,1900108,43
Lang,1900109,45
Lang,1900110,44
Lang,1900111,46
Lang,1900112,65
Lang,1900113,45
Lang,1900114,46
Lang,1900115,43
Lang,1900116,45
Lang,1900117,44
Lang,1900118,46
Lang,1900119,45
Lang,1900120,46
Lang,1900121,43
Lang,1900122,47
Lang,1900123,45
Lang,1900124,47
Lang,1900125,46
Lang,1900126,45
Lang,1900127,46
Lang,1900128,44
Lang,2001164,1160
Lang,2001165,1140
Lang,2001186,1175
Lang,2001187,1167
Lang,2100029,165
Lang,2100030,171
Lang,2100031,161
Lang,2100032,174
Lang,2100033,164
Lang,2100034,172
Lang,2100035,162
Lang,2100036,172
Lang,2100037,173
Lang,2100038,165
Lang,2100039,164
Lang,2100040,168
Lang,2100041,172
Lang,2100042,159
Lang,2100043,173
Lang,2100044,165
Lang,2100045,164
Lang,2100046,170
Lang,2100047,171
Lang,2100048,160
Lang,2100049,173
Lang,2100050,166
Lang,2200420,37
Lang,2200421,39
Lang,2200422,39
Lang,2200423,39
Lang,2200424,36
Lang,2200425,37
Lang,2200426,40
Lang,2200427,39
Lang,2200428,38
Lang,2200429,36
Lang,2200430,39
Lang,2300046,24
Lang,2300047,23
Lang,2300048,24
Lang,2300049,23
Lang,2300050,23
Lang,2300051,24
Lang,2300052,23
Lang,2300053,24
Lang,2300054,25
Lang,2300055,24
Lang,2300056,25
Lang,2300057,25
Lang,2300058,24
Lang,2300059,23
Lang,2400611,203
Lang,2400612,215
Lang,2400613,207
Lang,2400614,209
Lang,2400615,213
Lang,2600233,139
Lang,2700076,214
Lang,2700077,199
Lang,2700078,212
Lang,2700079,212
Lang,2700080,204
Lang,2700086,196
Lang,2700087,207
Lang,2800046,30
Lang,2800047,30
Lang,2800048,31
Lang,2800049,31
Lang,2800050,29
Lang,2800051,31
Lang,2800052,32
Lang,2800053,31
Lang,2800054,30
Lang,2800055,30
Lang,2800056,32
Lang,2800057,29
Lang,3000345,1506
Lang,3000347,1492
Lang,3000358,1484
Lang,3000359,1523
Lang,3000360,1447
Lang,3000361,1462
Lang,3000362,1527
Lang,3000363,1418
Lang,3000364,1404
Lang,3000365,1451
Lang,3000366,1491
Lang,3000367,1398
Lang,3000368,1444
Lang,3000369,1784
Lang,3000370,1519
Lang,3000371,1460
Lang,3000372,1494
Lang,3000373,1496
Lang,3000374,1524
Lang,3000375,1405
Lang,3000376,1491
Lang,3000377,1505
Lang,3000413,1419
Lang,3000414,1508
Lang,3000415,1498
Lang,3000416,1459
Lang,3000417,1453
Lang,3000418,1509
Lang,3000419,1487
Lang,3000420,1447
Lang,3000421,1377
Lang,3000422,1519
Lang,3000423,1538
Lang,3000424,1407
Lang,3000425,1526
Lang,3000426,1535
Lang,3000427,1389
Lang,3000440,1497
Lang,3000442,1468
Lang,3000453,1505
Lang,3000454,1451
Lang,3000455,1541
Lang,3000456,1407
Lang,3000457,1399
Lang,3000458,1452
Lang,3000459,1524
Lang,3000460,1464
Lang,3000461,1481
Lang,3000462,1495
Lang,3000463,1494
Lang,3000464,1423
Lang,3000465,1481
Lang,3000466,1467
Lang,3000467,1496
Lang,3000468,1515
Lang,3000469,1407
Lang,3000470,1533
Lang,3000471,1503
Lang,3000472,1528
Lang,3000473,1442
Lang,3000474,1496
Lang,3000488,1462
Lang,3000489,1436
Lang,3000490,1393
Lang,3000491,1458
Lang,3000492,1718
Lang,3000493,1409
Lang,3000494,1404
Lang,3000495,1436
Lang,3000496,1559
Lang,3000497,1427
Lang,3000498,1446
Lang,3000499,1531
Lang,3000500,1479
Lang,3000501,1541
Lang,3000502,1515
Lang,3000503,1492
Lang,3000504,1462
Lang,3000505,1472
Lang,3000506,1388
Lang,3000507,1484
Lang,3000509,1436
Lang,3000510,1532
Lang,3000511,1530
Lang,3000546,1510
Lang,3000547,1444
Lang,3000548,1478
Lang,3000549,1506
Lang,3000550,1453
Lang,3000552,1442
Lang,3000553,1516
Lang,3000554,1460
Lang,3000555,1491
Lang,3000556,1457
Lang,3000557,1393
Lang,3000568,1444
Lang,3000569,1520
Lang,3000570,1482
Lang,3000571,1438
Lang,3000572,1462
Lang,3000573,1476
Lang,3000574,1493
Lang,3000575,1512
Lang,3000576,1501
Lang,3000577,1508
Lang,3000578,1499
Lang,3000579,1616
Lang,3000580,1497
Lang,3000581,1438
Lang,3000582,1540
Lang,3000583,1493
Lang,3100368,1385
Lang,3100369,1435
Lang,3100379,1416
Lang,3100380,1484
Lang,3100381,1419
Lang,3100382,1382
Lang,3100383,1436
Lang,3100384,1573
Lang,3100385,1407
Lang,3100386,1502
Lang,3100387,1521
Lang,3100388,1652
Lang,3100389,1416
Lang,3100390,1399
Lang,3100391,1405
Lang,3100392,1426
Lang,3100393,1447
Lang,3100394,1453
Lang,3100395,1418
Lang,3100396,1339
Lang,3200001,83
Lang,3200003,87
Lang,3200004,90
Lang,3200005,95
Lang,3200006,81
Lang,3200007,85
Lang,3200056,85
Lang,3200057,92
Lang,3200059,89
Lang,3200060,81
Lang,3200061,90
Lang,3200062,87
Lang,3300331,452
Lang,3300332,505
Lang,3400007,549
Lang,3400009,504
Lang,3400010,560
Lang,3400011,537
Lang,3400012,536
Lang,3400013,540
Lang,3600084,197
Lang,3600085,214
Lang,3600086,203
Lang,3600087,203
Lang,3600088,198
Lang,3600573,211
Lang,3600574,206
Lang,3600575,216
Lang,3600576,224
Lang,3600577,203
Lang,3701757,1063
Lang,3701758,1117
Lang,3800238,97
Lang,3901264,953
Lang,3901265,988
Lang,3901266,940
Lang,4000260,919
Lang,4000261,988
Lang,4000262,929
Lang,4000263,910
Lang,4000264,949
Lang,4000265,886
Lang,4000266,965
Lang,4000267,947
Lang,4000268,938
Lang,4000269,1007
Lang,4000270,927
Lang,4000271,918
Lang,4100037,330
Lang,4100038,317
Lang,4100039,303
Lang,4100040,322
Lang,4100041,295
Lang,4100042,323
Lang,4100043,319
Lang,4100044,348
Lang,4100045,325
Lang,4100046,317
Lang,4100047,295
Lang,4100048,321
Lang,4100049,323
Lang,4100050,315
Lang,4100051,303
Lang,4100052,347
Lang,4100053,324
Lang,4100054,307
Lang,4100055,301
Lang,4100056,303
Lang,4100057,308
Lang,4100058,317
Lang,4100059,302
Lang,4100060,312
Lang,4100061,294
Lang,4100062,324
Lang,4100063,351
Lang,4100064,320
Lang,4100065,322
Lang,4100066,324
Lang,4100067,324
Lang,4100068,325
Lang,4100069,315
Lang,4100079,315
Lang,4100086,318
Lang,4100087,303
Lang,4100088,310
Lang,4100089,342
Lang,4100090,303
Lang,4100091,291
Lang,4100092,349
Lang,4100093,296
Lang,4100094,323
Lang,4100096,308
Lang,4100097,302
Lang,4100098,299
Lang,4100099,302
Lang,4100100,294
Lang,4100102,308
Lang,4100104,316
Lang,4100105,312
Lang,4100106,325
Lang,4100107,295
Lang,4100108,321
Lang,4100109,352
Lang,4100110,325
Lang,4100111,315
Lang,4100112,328
Lang,4100113,314
Lang,4100114,318
Lang,4100115,306
Lang,4100116,312
Lang,4100117,302
Lang,4100118,341
Lang,4200192,112
Lang,4200195,106
Lang,4200196,99
Lang,4200197,98
Lang,4200198,97
Lang,4200199,98
Lang,4200200,96
Lang,4200201,100
Lang,4200202,100
Lang,4200203,101
Lang,4200204,96
Lang,4200205,103
Lang,4200206,112
Lang,4200207,106
Lang,4200208,102
Lang,4200209,100
Lang,4200210,101
Lang,4200211,99
Lang,4200212,101
Lang,4300130,43
Lang,4400009,32
Lang,4400010,30
Lang,4400011,30
Lang,4400012,29
Lang,4400013,34
Lang,4400014,29
Lang,4400015,29
Lang,4400016,30
Lang,4400017,30
Lang,4400018,30
Lang,4500237,181
Lang,4500238,176
Lang,4500239,181
Lang,4600003,123
Lang,4600004,110
Lang,4600005,120
Lang,4600006,121
Lang,4600007,114
Lang,4600008,132
Lang,4600009,116
Lang,4600065,120
Lang,4600066,129
Lang,4700451,489
Lang,4700452,528
Lang,4700485,462
Lang,4700486,465
Lang,4800072,358
Lang,4800073,356
Lang,4800074,350
Lang,4900339,37
Lang,4900340,37
Lang,4900341,38
Lang,4900342,35
Lang,4900343,37
Lang,4900344,38
Lang,5000019,102
Lang,5000020,92
Lang,5000021,68
Lang,5000029,51
Lang,5000030,53
Lang,5000031,53
Lang,5100184,232
Lang,5200061,98
Lang,5200062,95
Lang,5200063,113
Lang,5400057,20
Lang,5400058,19
Lang,5400059,21
Lang,5400060,19
Lang,5400061,19
Lang,5400062,19
Lang,5400063,20
Lang,5400064,18
Lang,5400065,20
Lang,5500013,16
Lang,5500014,18
Lang,5600232,57
Lang,5700127,19
Lang,5800105,456
Lang,5800106,440
Lang,5800107,444
Lang,5800108,433
Lang,5800109,420
Lang,5800110,448
Lang,5800111,433
Lang,5800112,420
Lang,5800113,430
Lang,5800114,428
Lang,5800115,476
Lang,5800116,417
Lang,5900428,427
Lang,5900429,394
Lang,5900430,377
Lang,6000960,414
Lang,6000961,415
Lang,6101021,415
Lang,6101022,408
Lang,6101023,402
Lang,6101024,413
Lang,6101025,415
Lang,6101026,442
Lang,6101027,419
Lang,6101028,475
Lang,6101029,424
Lang,6101030,414
Lang,6200299,80
Lang,6200300,79
Lang,6200301,82
Lang,6200302,77
Lang,6200303,83
Lang,6200304,79
Lang,6200305,83
Lang,6200387,81
Lang,6200393,84
Lang,6200394,90
Lang,6200395,88
Lang,6200396,82
Lang,6200397,83
Lang,6200398,84
Lang,6200399,82
Lang,6200400,82
Lang,6200401,80
Lang,6200402,82
Lang,6400009,167
Lang,6400010,173
Lang,6400011,171
Lang,6500119,45
Lang,6500120,41
Lang,6500121,44
Lang,6500122,42
Lang,6500123,44
Lang,6500124,46
Lang,6500125,49
Lang,6500126,43
Lang,6500127,44
Lang,6500128,47
Lang,6500129,44
Lang,6500130,43
Lang,6500131,42
Lang,6500132,44
Lang,6500133,43
Lang,6500134,45
Lang,6500135,45
Lang,6500136,46
Lang,6500137,43
Lang,6500138,42
Lang,6500139,43
Lang,6500140,44
Lang,6500141,45
Lang,6500142,50
Lang,6500143,44
Lang,6500144,44
Lang,6500145,48
Lang,6500146,44
Lang,6500147,41
Lang,6500148,49
Lang,6500149,44
Lang,6500150,43
Lang,6500151,46
Lang,6500152,45
Lang,6500153,45
Lang,6500154,42
Lang,6500155,42
Lang,6500156,44
Lang,6500157,43
Lang,6500158,43
Lang,6500159,46
Lang,6500160,45
Lang,6500161,44
Lang,6500162,44
Lang,6500163,42
Lang,6500164,48
Lang,6500165,43
Lang,6500166,44
Lang,6500167,41
Lang,6500168,47
Lang,6500169,44
Lang,6500170,42
Lang,6500171,43
Lang,6500172,44
Lang,6500173,49
Lang,6500174,45
Lang,6500175,45
Lang,6500176,42
Lang,6500177,44
Lang,6500178,45
Lang,6500179,44
Lang,6500180,45
Lang,6500181,44
Lang,6500182,45
Lang,6500183,43
Lang,6500184,46
Lang,6500185,43
Lang,6500186,41
Lang,6500187,49
Lang,6500188,43
Lang,6500189,45
Lang,6500190,45
Lang,6500191,46
Lang,6500192,47
Lang,6500193,44
Lang,6500194,43
Lang,6500195,44
Lang,6500294,45
Lang,6500295,45
Lang,6500296,41
Lang,6500297,44
Math,1,932
Math,2,46
Math,3,2565
Math,4,152
Math,5,272
Math,6,1028
Math,7,669
Math,8,44
Math,9,86
Math,10,829
Math,11,50
Math,12,1975
Math,13,430
Math,14,365
Math,15,7384
Math,16,8690
Math,17,50
Math,18,146
Math,19,98
Math,20,136
Math,21,86
Math,22,257
Math,23,46
Math,24,57
Math,25,14
Math,26,131
Math,27,481
Math,28,24
Math,29,242
Math,30,15
Math,31,211
Math,32,75
Math,33,145
Math,34,33
Math,35,22
Math,36,159
Math,37,608
Math,38,97
Math,39,213
Math,40,199
Math,41,536
Math,42,120
Math,43,220
Math,44,539
Math,45,1224
Math,46,120
Math,47,575
Math,48,128
Math,49,106
Math,50,150
Math,51,122
Math,52,107
Math,53,263
Math,54,233
Math,55,172
Math,56,21
Math,57,19
Math,58,38
Math,59,4496
Math,60,124
Math,61,63
Math,62,15
Math,63,2388
Math,64,78
Math,65,195
Math,66,27
Math,67,11
Math,68,57
Math,69,57
Math,70,20
Math,71,259
Math,72,220
Math,73,234
Math,74,186
Math,75,12
Math,76,69
Math,77,1119
Math,78,155
Math,79,792
Math,80,139
Math,81,131
Math,82,40
Math,83,49
Math,84,11
Math,85,104
Math,86,30
Math,87,14
Math,88,40
Math,89,11
Math,90,11
Math,91,66
Math,92,603
Math,93,813
Math,94,810
Math,95,31
Math,96,144
Math,97,136
Math,98,154
Math,99,530
Math,100,76
Math,101,67
Math,102,52
Math,103,30
Math,104,49
Math,105,8
Math,106,10
Math,100167,1126
Math,100168,1129
Math,100169,1057
Math,100170,1056
Math,100171,1059
Math,100172,1162
Math,100422,1048
Math,100423,1106
Math,100424,1059
Math,100425,1048
Math,100426,1185
Math,100427,1112
Math,100428,1059
Math,100429,1050
Math,200125,67
Math,200126,61
Math,200127,64
Math,200128,62
Math,200129,62
Math,200130,59
Math,200131,63
Math,200132,59
Math,300277,3577
Math,300278,3802
Math,300279,3668
Math,300280,4033
Math,300281,3796
Math,300282,3798
Math,300283,3558
Math,300284,3532
Math,300285,3958
Math,300286,3724
Math,300287,3578
Math,300288,3709
Math,400010,202
Math,400036,202
Math,500221,416
Math,600002,1079
Math,600043,1396
Math,600044,1353
Math,600049,1239
Math,600050,1305
Math,600107,1397
Math,600108,1278
Math,600109,1348
Math,600110,1194
Math,600111,1275
Math,600112,1303
Math,600113,1282
Math,600114,1362
Math,600115,1191
Math,600116,1274
Math,600117,1284
Math,600118,1311
Math,600119,1196
Math,600207,1265
Math,601074,1256
Math,601212,1277
Math,601213,1290
Math,601214,1173
Math,601231,1266
Math,601252,1403
Math,601253,1285
Math,601348,1177
Math,700071,675
Math,700072,653
Math,700073,743
Math,700074,665
Math,700083,652
Math,700084,667
Math,700085,662
Math,700086,653
Math,700087,655
Math,700088,653
Math,800046,56
Math,900022,116
Math,900023,117
Math,1001830,1071
Math,1100036,58
Math,1100037,58
Math,1100038,58
Math,1100039,57
Math,1100040,58
Math,1100041,57
Math,1100042,57
Math,1100043,57
Math,1100044,57
Math,1100045,58
Math,1100046,56
Math,1100047,59
Math,1100048,57
Math,1100049,57
Math,1100050,59
Math,1100051,58
Math,1100052,56
Math,1100053,58
Math,1100054,56
Math,1100055,56
Math,1100056,58
Math,1100057,56
Math,1100058,56
Math,1100059,57
Math,1300074,415
Math,1300075,410
Math,1300076,458
Math,1300077,411
Math,1300078,402
Math,1300079,444
Math,1300080,413
Math,1400001,383
Math,1400043,400
Math,1400044,437
Math,1400045,435
Math,1400046,437
Math,1400047,425
Math,1400048,418
Math,1400049,436
Math,1503755,10159
Math,1503756,10049
Math,1503757,9800
Math,1503758,9934
Math,1503759,9930
Math,1503760,10396
Math,1503761,10294
Math,1503762,10128
Math,1600399,10295
Math,1600400,10452
Math,1600401,10220
Math,1600402,10314
Math,1600403,10474
Math,1600404,10219
Math,1600405,9779
Math,1600406,11425
Math,1600407,9885
Math,1600408,9798
Math,1600409,10222
Math,1600410,10711
Math,1600411,10101
Math,1600412,10073
Math,1600413,9599
Math,1600414,10376
Math,1600415,10129
Math,1600422,10716
Math,1600423,9881
Math,1600424,10158
Math,1600425,9979
Math,1600426,10129
Math,1600427,9876
Math,1600428,10595
Math,1600429,9764
Math,1600430,9873
Math,1600431,10460
Math,1600432,9080
Math,1600433,9869
Math,1600434,10440
Math,1600435,9845
Math,1600436,10148
Math,1600437,9409
Math,1600438,11639
Math,1600439,10198
Math,1600440,10244
Math,1600441,10997
Math,1600442,10128
Math,1600443,11436
Math,1600611,10013
Math,1600612,9865
Math,1600613,9774
Math,1600614,10629
Math,1600615,10374
Math,1600616,9973
Math,1600617,9973
Math,1600618,10113
Math,1600619,9860
Math,1600620,10284
Math,1600621,10009
Math,1600622,10715
Math,1600623,10191
Math,1600624,9956
Math,1600625,10008
Math,1600626,9957
Math,1600627,9934
Math,1600634,9947
Math,1600635,10205
Math,1600636,10053
Math,1600637,10137
Math,1600638,10041
Math,1600639,9718
Math,1600640,10680
Math,1600641,11711
Math,1600642,19644
Math,1600643,9973
Math,1600644,10333
Math,1600645,10851
Math,1600646,10319
Math,1600647,10644
Math,1600648,9891
Math,1600649,10178
Math,1600650,9897
Math,1600651,10464
Math,1600652,10672
Math,1600653,10113
Math,1600654,11415
Math,1600655,10507
Math,1600656,11188
Math,1701597,298
Math,1701598,304
Math,1701599,312
Math,1701600,311
Math,1701601,351
Math,1701602,301
Math,1800936,179
Math,1800937,179
Math,1800938,179
Math,1800939,185
Math,1800940,174
Math,1800959,184
Math,1800960,182
Math,1800961,189
Math,1800962,193
Math,1800963,180
Math,1900169,137
Math,1900170,130
Math,1900171,125
Math,1900172,136
Math,1900173,130
Math,1900174,127
Math,1900175,135
Math,1900176,130
Math,1900177,128
Math,1900178,135
Math,1900179,130
Math,1900180,128
Math,1900181,129
Math,1900182,136
Math,2000763,177
Math,2100004,110
Math,2100011,117
Math,2100017,113
Math,2100018,112
Math,2100019,113
Math,2100020,118
Math,2100021,114
Math,2100022,113
Math,2100023,113
Math,2100024,121
Math,2100025,108
Math,2100026,112
Math,2100027,121
Math,2100044,112
Math,2100045,113
Math,2100046,115
Math,2100047,109
Math,2100048,110
Math,2100049,105
Math,2100060,112
Math,2100061,110
Math,2100062,121
Math,2100063,108
Math,2100064,121
Math,2100065,108
Math,2100066,121
Math,2100067,111
Math,2100068,123
Math,2200196,326
Math,2200269,334
Math,2300287,59
Math,2300291,65
Math,2300328,60
Math,2400288,61
Math,2400326,53
Math,2500206,19
Math,2500207,18
Math,2500208,22
Math,2500209,18
Math,2600031,838
Math,2600032,754
Math,2600080,863
Math,2600081,724
Math,2600082,803
Math,2600083,761
Math,2600084,740
Math,2600085,785
Math,2700307,599
Math,2700308,684
Math,2700309,645
Math,2700310,669
Math,2700311,625
Math,2700312,599
Math,2800057,154
Math,2800058,141
Math,2800059,146
Math,2800060,146
Math,2800061,141
Math,2900095,274
Math,2900096,296
Math,2900097,308
Math,2900098,285
Math,2900099,290
Math,2900100,298
Math,2900101,281
Math,2900102,277
Math,2900103,266
Math,2900114,305
Math,2900115,285
Math,2900116,318
Math,2900117,266
Math,2900118,299
Math,2900119,280
Math,2900120,281
Math,2900121,276
Math,2900122,265
Math,2900123,308
Math,2900124,281
Math,2900125,289
Math,2900126,317
Math,3000063,18
Math,3000064,22
Math,3000065,18
Math,3000066,17
Math,3100011,1468
Math,3100015,1349
Math,3100016,5197
Math,3100017,5284
Math,3100018,9415
Math,3100019,1445
Math,3100020,4931
Math,3100021,19138
Math,3100022,17666
Math,3100023,1490
Math,3100024,1388
Math,3100025,1348
Math,3100026,1885
Math,3100027,2237
Math,3100028,1332
Math,3100029,4244
Math,3100030,10752
Math,3100031,12724
Math,3100032,1565
Math,3100033,2199
Math,3100034,6820
Math,3100036,12657
Math,3100037,16217
Math,3100038,29076
Math,3100039,16169
Math,3100040,16742
Math,3100041,1965
Math,3100042,12786
Math,3100043,16812
Math,3100044,29661
Math,3100045,1361
Math,3100046,13977
Math,3100047,17976
Math,3100048,1339
Math,3100049,1341
Math,3100050,1336
Math,3100051,1325
Math,3100052,1225
Math,3100064,20454
Math,3100065,1691
Math,3100066,1325
Math,3200007,97
Math,3200008,97
Math,3300234,150
Math,3300235,157
Math,3300236,152
Math,3300237,151
Math,3300238,156
Math,3300239,150
Math,3300240,151
Math,3400035,41
Math,3500001,25
Math,3500002,24
Math,3600237,206
Math,3600238,205
Math,3600239,204
Math,3600240,204
Math,3600241,214
Math,3600242,210
Math,3600243,206
Math,3600244,205
Math,3600245,205
Math,3600261,204
Math,3600262,216
Math,3600263,212
Math,3600264,207
Math,3600265,207
Math,3600266,206
Math,3600267,204
Math,3600268,231
Math,3600269,210
Math,3600270,215
Math,3700491,786
Math,3700492,775
Math,3700494,774
Math,3700495,893
Math,3700496,799
Math,3700497,831
Math,3700498,785
Math,3700499,780
Math,3700500,774
Math,3700501,806
Math,3700502,852
Math,3700503,826
Math,3700504,793
Math,3700505,785
Math,3700506,779
Math,3700507,837
Math,3700508,773
Math,3700509,790
Math,3700510,774
Math,3700535,823
Math,3700536,858
Math,3700538,822
Math,3700539,780
Math,3700540,774
Math,3700541,769
Math,3700542,838
Math,3700543,785
Math,3700544,772
Math,3700545,810
Math,3700546,849
Math,3700547,814
Math,3700548,781
Math,3700549,777
Math,3700550,766
Math,3700551,844
Math,3700552,862
Math,3700553,785
Math,3700554,767
Math,3801268,122
Math,3801269,120
Math,3801270,116
Math,3801271,120
Math,3801272,132
Math,3801273,122
Math,3801274,123
Math,3801275,116
Math,3801276,128
Math,3801277,130
Math,3801278,120
Math,3801279,126
Math,3900116,273
Math,3900117,285
Math,3900118,274
Math,3900120,272
Math,3900122,267
Math,3900126,269
Math,3900131,1284
Math,4000172,252
Math,4000173,319
Math,4000174,263
Math,4000175,277
Math,4000176,281
Math,4000177,247
Math,4000178,261
Math,4000179,257
Math,4000180,253
Math,4000181,295
Math,4000182,265
Math,4000183,275
Math,4000184,249
Math,4000185,281
Math,4000186,262
Math,4000187,257
Math,4000188,252
Math,4000189,264
Math,4000190,292
Math,4000191,247
Math,4000192,275
Math,4000193,281
Math,4000194,260
Math,4000195,257
Math,4000196,252
Math,4000197,263
Math,4000198,249
Math,4000199,293
Math,4000200,277
Math,4000201,282
Math,4000202,260
Math,4000203,256
Math,4000204,252
Math,4000205,265
Math,4000206,247
Math,4000207,293
Math,4000208,274
Math,4000209,260
Math,4000212,256
Math,4000213,252
Math,4000214,281
Math,4000215,274
Math,4000216,265
Math,4000217,247
Math,4000218,293
Math,4000219,276
Math,4000220,257
Math,4000221,261
Math,4000222,251
Math,4000223,281
Math,4000224,273
Math,4000225,246
Math,4000226,264
Math,4000227,251
Math,4000228,275
Math,4000229,258
Math,4000230,293
Math,4000231,258
Math,4000232,268
Math,4000233,282
Math,4000234,261
Math,4000235,274
Math,4000236,247
Math,4000237,265
Math,4000238,251
Math,4000239,256
Math,4000240,260
Math,4000241,253
Math,4000242,275
Math,4000243,268
Math,4000244,293
Math,4100154,632
Math,4100155,678
Math,4100156,586
Math,4100157,655
Math,4100158,628
Math,4100159,597
Math,4200331,148
Math,4200332,148
Math,4200333,142
Math,4200334,156
Math,4200335,153
Math,4200336,165
Math,4200337,150
Math,4200338,147
Math,4200339,148
Math,4200340,142
Math,4200341,154
Math,4200342,153
Math,4300030,281
Math,4400087,771
Math,4500001,1288
Math,4500002,1290
Math,4500003,1264
Math,4500004,1300
Math,4500005,1238
Math,4500006,1352
Math,4500007,1327
Math,4600107,661
Math,4600195,660
Math,4700028,638
Math,4700029,612
Math,4700030,620
Math,4700031,700
Math,4700032,676
Math,4700033,639
Math,4700034,664
Math,4700035,610
Math,4700036,621
Math,4700037,651
Math,4700038,619
Math,4700039,601
Math,4700040,622
Math,4700112,628
Math,4700113,634
Math,4700114,643
Math,4700199,662
Math,4800074,190
Math,4800075,171
Math,4800076,166
Math,4900091,153
Math,4900100,149
Math,4900103,135
Math,4900112,152
Math,5000073,165
Math,5100074,167
Math,5100075,184
Math,5100076,169
Math,5100077,176
Math,5100078,177
Math,5100079,176
Math,5100080,164
Math,5100081,160
Math,5100082,164
Math,5100083,169
Math,5100084,174
Math,5100085,166
Math,5100086,176
Math,5100087,179
Math,5100088,183
Math,5100089,170
Math,5100090,166
Math,5100091,169
Math,5100092,172
Math,5200589,136
Math,5200590,133
Math,5200591,143
Math,5200592,137
Math,5200593,138
Math,5200594,149
Math,5200595,152
Math,5200601,158
Math,5200602,144
Math,5200603,145
Math,5200604,143
Math,5200605,134
Math,5200608,136
Math,5200609,148
Math,5200610,144
Math,5300075,338
Math,5300076,341
Math,5300077,346
Math,5400083,331
Math,5400084,304
Math,5400085,322
Math,5400086,326
Math,5400087,295
Math,5400088,299
Math,5400089,300
Math,5400090,315
Math,5400091,308
Math,5402478,319
Math,5402479,344
Math,5402480,303
Math,5402481,321
Math,5402482,301
Math,5402483,377
Math,5402484,313
Math,5402485,328
Math,5402486,310
Math,5402487,323
Math,5402488,329
Math,5402489,292
Math,5402490,295
Math,5402491,309
Math,5402492,312
Math,5402493,312
Math,5500491,250
Math,5500492,254
Math,5500493,261
Math,5500494,246
Math,5500495,247
Math,5500496,230
Math,5500497,234
Math,5500498,253
Math,5500499,243
Math,5500500,252
Math,5500501,257
Math,5500502,234
Math,5500503,261
Math,5500504,236
Math,5500505,237
Math,5500506,239
Math,5500507,249
Math,5500508,230
Math,5500509,249
Math,5500510,234
Math,5500511,244
Math,5500512,252
Math,5500513,252
Math,5500514,257
Math,5500515,232
Math,5500516,235
Math,5500517,235
Math,5500518,273
Math,5500519,239
Math,5500520,230
Math,5500521,247
Math,5500522,233
Math,5500523,249
Math,5500524,244
Math,5500525,251
Math,5500526,233
Math,5500527,235
Math,5500528,251
Math,5500529,257
Math,5500530,236
Math,5500531,230
Math,5500532,238
Math,5500533,234
Math,5500534,271
Math,5500535,246
Math,5500536,248
Math,5500537,242
Math,5500538,250
Math,5500539,233
Math,5500540,236
Math,5500541,236
Math,5500542,229
Math,5500543,250
Math,5500544,237
Math,5500545,257
Math,5500546,234
Math,5500547,246
Math,5500548,249
Math,5500549,265
